data,candidates,QID,row,columns,quality,description,aliases,P31,P279,sitelink
Ven,Venda,Q32704,13,0,1,language of the Venda people,ve|Venda language,Q33742|Q1288568,Q980498,Venda language
Ven,Venlo,Q9777,13,0,1,municipality in southern Netherlands,,Q2039348,,Venlo
Ven,Ven,Q37552007,13,0,1,family name,Ven (family name),Q101352,,
Ven,Venus,Q47652,13,0,1,"Roman goddess of love, sexuality, procreation and pleasure",Venus (goddess)|Venus (mythology),Q11688446|Q1470705|Q205985,,Venus (mythology)
Ven,Liberal Party,Q500190,13,0,1,Norwegian political party,Venstre,Q7278,,Liberal Party (Norway)
Ven,Venstre,Q217321,13,0,1,Danish political party,Venstre Reform Party,Q3282509|Q7278,,Venstre (Denmark)
Ven,Venlo,Q3322237,13,0,1,"city in the Limburgian municipality with the same name, the Netherlands",,Q13539802|Q515|Q1852859|Q707813,,
Ven,Venus,Q1408724,13,0,2,genus of molluscs,,Q16521,,Venus (bivalve)
Ven,Venus,Q313,13,0,2,"second planet from the Solar System, tellurian and very similar to Earth",♀|Planet Venus,Q3504248|Q3901935,,Venus
Ven,Venus,Q16429830,13,0,2,female given name,Venus (first name)|Venus (given name),Q11879590,,Venus (given name)
Ven,Venus,Q16872729,13,0,2,family name,,Q101352,,Venus (surname)
Ven,Venus,Q749752,13,0,2,song written and composed by Robbie van Leeuwen; first recorded by Shocking Blue,,Q105543609,,Venus (Shocking Blue song)
Ven,Venus,Q114380877,13,0,2,vocal track by Bananarama; 1986 studio recording; cover version,,Q55850593,,
Ven,Venus,Q93134935,13,0,2,vocal track by Barry Manilow; 2005 studio recording; cover version,,Q55850593,,
Ven,Venus,Q114381993,13,0,2,vocal track by Shocking Blue; 1969 studio recording,,Q55850593,,
Ven,Venus,Q93158709,13,0,2,vocal track by Frankie Avalon; 1959 studio recording,,Q55850593,,
Ven,Venetian,Q32724,13,0,2,Romance language spoken in the Italian region of Veneto,Venetan language|Venetian language|Venetan|Wider Venetian|Wider Venetian language|Vèneta|Vèneto,Q33742|Q1288568,Q112608,Venetian language
Ven,Republic of Venice,Q4948,13,0,2,"former state (697–1797) controlling, at various times, parts of northeastern Italy, the Balkans, and Mediterranean islands",The Most Serene Republic of Venice|The Republic of Venice|Repulic of Venice|Venezia Republic|Venetian Republic|Venetian Empire|Republic of Venezia|Most Serene Republic of Venice|Republic Venice|The Serenissima|Venice Republic|Serenissima Repubblica di Venezia|Duchy of Venetia|Republic of Saint Mark|Republic of St. Mark|Venice|Serenìsima Repùblega de Venèsia,Q3624078|Q62825|Q3024240,,Republic of Venice
Ven,The Venetian,Q1049209,13,0,2,"hotel and casino resort in Las Vegas, Nevada, United States",The Venetian Resort Hotel Casino|Venetian|Venetian Resort Hotel Casino|The Venetian Las Vegas,Q11303|Q133215|Q27686,,The Venetian Las Vegas
Ven,humanist font,Q2512884,13,0,2,typeface style,Classical Humanist|Humanist|Humanistic|Humanes|Venetian|Old Style|humanist type|old style|old style typeface|old style font|old style type,Q58481926,Q58623715|Q484023,Old style serif
Ven,Venetian school,Q610687,13,0,2,Renaissance art movement,,Q968159|Q1887220,,Venetian painting
Ven,Venetian Crusade,Q16830128,13,0,2,1122 crusade,Venetian,Q188055|Q13573188,,Venetian Crusade
Ven,Venetian Lagoon,Q76925,13,0,2,enclosed bay of the Adriatic Sea,Laguna di Venezia|Lagoon of Venice|Laguna Veneta|Veneta Lagoon,Q39594|Q187223,,Venetian Lagoon
Ven,Patriciate,Q58481270,13,0,2,social class of the Republic of Venice,Venetian patriciate|Patricians of Venice|Venetian nobility|Patriciate (Venice),Q187588,Q2095374,Venetian nobility
Ven,Venetianer,Q106456493,13,0,2,family name,,Q101352,,
Ven,Venetian patrician family,Q58804331,13,0,2,family,,Q13417114,Q13417114,
Ven,Venetian-language literature,Q1405536,13,0,2,,,Q109551565,,Venetian literature
peng,Peng,Q75839653,14,0,1,male given name,,Q12308941,,
peng,Peng,Q842166,14,0,1,Chinese family name (彭),彭|Pang|Phang|Bành,Q1093580|Q101352,,Peng (surname)
peng,Peng,Q104536544,14,0,1,family name,,Q101352,,
peng,Penguin Books,Q1336200,14,0,1,imprint of Penguine Random House,"Penguin Books, Limited|Penguin|Penguin Books Ltd.",Q2085381|Q1320047|Q2608849,,Penguin Books
peng,Peng Ge,Q113817702,14,0,1,Chinese particle physicist,,Q5,,
peng,Peng,Q106793301,14,0,1,Chinese given name (鵬 / 鹏),Péng|鵬|鹏,Q202444|Q22809413,,
peng,Penguin Group,Q3374730,14,0,1,British book publisher,Penguin|Penguin Publishing Group,Q1320047,,Penguin Group
peng,Peng Huo,Q105299165,14,0,1,physicist at Stony Brook University,,Q5,,
peng,Píng,Q11060838,14,0,1,Chinese surname (平),Ping|平|Pʻing|Pyng|Peng|Pìhng|Phìn|Pin|Bìng|Pêng|Pîng|Phêng,Q101352|Q1093580,,Ping (surname)
peng,Xiaogang Peng,Q54239253,14,0,1,researcher (ORCID 0000-0002-5606-8472),X. Peng|X Peng|Peng|Peng X|Peng X.,Q5,,
peng,Peng Liyuan,Q430911,14,0,2,"Chinese soprano, 2nd spouse of Xi Jinping, General Secretary of the Chinese Communist Party since 2012",,Q5,,Peng Liyuan
peng,"Peng Liyuan’s humanitarianism: morality, politics and eyeing the present and past",Q126240702,14,0,2,scientific article published in 2015,,Q13442814,,
peng,Peng Shuai,Q229087,14,0,2,Chinese female tennis player (1986-),Shuai Peng,Q5,,Peng Shuai
peng,Peng Shuai,Q109920175,14,0,2,electrical engineer,,Q5,,
peng,Peng Shuai accusing Zhang Gaoli of sexual assault,Q109547558,14,0,2,2021 Chinese political incident,,Q934744|Q2914621|Q3030513|Q673281,,Disappearance of Peng Shuai
peng,Peng Shuai career statistics,Q104834208,14,0,2,statistics of Chinese tennis player,,Q20054355,,Peng Shuai career statistics
peng,Peng Shu,Q90127628,14,0,2,researcher (ORCID 0000-0003-1580-8603),,Q5,,
peng,Peng Shu,Q99249327,14,0,2,researcher (ORCID 0000-0001-5611-5198),,Q5,,
peng,Peng Shu,Q11069969,14,0,2,Republic of China person CBDB = 63539,Yanqiu|Gengyu|Xiangqing,Q5,,
peng,Peng Shu,Q45483579,14,0,2,Qing dynasty person CBDB = 55692,Youxu,Q5,,
peng,Peng Shu,Q65920237,14,0,2,"person, CBDB ID = 444773",,Q5,,
peng,Peng Shu,Q45558735,14,0,2,Qing dynasty person CBDB = 338414,Guxiu|Qiutan,Q5,,
peng,Peng Shu,Q65882966,14,0,2,"person, CBDB ID = 401936",,Q5,,
peng,Peng Shu,Q65918332,14,0,2,"person, CBDB ID = 442676",,Q5,,
peng,Peng Shu,Q45478927,14,0,2,Yuan dynasty person CBDB = 108524,Zhongyi,Q5,,
Kerenka,Kerenka,Q1979092,15,0,1,Russian money,,Q8142,,Kerenka
Kerenka,Kerenka,Q4219547,15,0,1,"river in Penza Oblast, Russia, tributary of Shuksha",,Q4022,,
Kerenka,Kerenka,Q4219545,15,0,1,"river in Penza Oblast, Russia, tributary of Vezh Ayva",,Q4022,,
Kerenka,Kerenkaş Yaylası,Q116297953,15,0,1,hilly region and summer colony in Turkey,,Q75520|Q55075651,,
Kerenka,Kerenka,Q19690056,15,0,1,"village in Mokshansky District, Russia",,Q532,,
Wu Zhu,Wu Zhu,Q91763899,16,0,1,researcher (ORCID 0000-0002-3645-7059),,Q5,,
Wu Zhu,Wu Zhu,Q5368440,16,0,1,Chinese cash coins,Wuzhu coins|Wu Chu coins|Wu Zhu cash coins|五銖,Q8142|Q8572111,,Wu Zhu
Wu Zhu,Wu Zhu,Q10919705,16,0,1,"Prince of Changsha, Western Han Dynasty",,Q5,,
Wu Zhu,Wu Zhu,Q45406344,16,0,1,Ming dynasty person CBDB = 24528,,Q5,,
Wu Zhu,Wu Zhu,Q90723505,16,0,1,researcher (ORCID 0000-0001-6034-3062),,Q5,,
Wu Zhu,Wu Zhu,Q45535222,16,0,1,"person, CBDB = 146990",,Q5,,
Wu Zhu,Wu Zhu,Q45613423,16,0,1,Qing dynasty person CBDB = 100063,Wu Gui,Q5,,
Wu Zhu,Wu Zhu,Q45480240,16,0,1,Ming dynasty person CBDB = 352334,,Q5,,
Wu Zhu,Wu Zhu,Q45517040,16,0,1,Tang dynasty person CBDB = 93232,,Q5,,
Wu Zhu,Wu Zhu,Q45519786,16,0,1,Ming dynasty person CBDB = 316344,,Q5,,
Carlino,Carlo Maratta,Q538998,17,0,1,Italian painter (1625–1713),Il Cavaliere Carlo Maratti|Carlo Muratti|Carlo Moratti|Carlo Maratta Anconitano|Carlos Maratti|Carlo Marat|Carlomarat|Carola Maratti|Carlo Marratte|Carlo Marratta|Carlo Marati|Carlo Marratti|Carlo Marata|Carlo Maroti|Carlo Maratt|Carlo Marattj|Carlo Maratte|Carlo Marrat|Carlo Marratt|Carlo Marrate|Carlo Marrati|C. Morat|Moratto|callo maretta|C. Mariatti|Carolo Maratti|Cavalier Maratta|C. Maratt.|cavaliere carlo maratti|Sig. Carlo|marattesca|Carl. Maratt|Marratt|Carlo allievo d'Andrea Sacchi|Carl. Marath.|Carlo Ma[ratti]|Carl. Maratte|Maratile|C. Marattie|Cavaliere Carlo Maratta|Carlomorrati|Carl Maratt|C. Maratto|Marratti|C. Maratti|C. Maratte|C. Maratta|Carolo Moratti|Garlemaste|Marati Carlo|Car. Marrate|Car. Marratt|Carlo|Marata|Cavalier maratti|Sig. Cav.re|Charles Marat|Charles Moratti|C. Marat|Maratta Carlo|C Marratti|Carlo Morat|Carlo-Marato|Carel Marat|Carlo Manatti|C. Marati|Carlo Moratti detto Carluccio|Carlo Moratt|Carlo Morato|Cav.r Carlo Maratti|Cav.re Maratti|cav.r Maratta|Carl. Marash|Carles Maralti|Carlino|Le Chevalier Carle Mabatte|C. Manatte|Carlo Marrattti|C. Moratt|Muratti|Carlo Maretti|Carl Marat|Karel Marat|Cav. Maratti|Carlo Marate|Caroli Moratti|Carlocharatti|Carle Maratte|Carolo Moratto|Carle Maratti|Carlo Marato|Marattie|Carlo Marath|Carlemaste|C Marati|C Maratt|Car. Morat|Carle Marate|Carlo Maraty|Carl Morat|Carlo Maratto|Car. Marratti|Car. Marat|C. Moratte|Carla Marata|Carol Maratti|C. Marattee|carlo Baratta|Carlouche|Gar. Marrat|Maratte|C. Menatti|Carlo Marrato|Carluccio|Le Chevalier Carle Maratte|Cav.r maratte|Car. Maratti|C. Marrate|Carl Maratti|Car. Maratte|C. Marrati|Charles Maratti|Charles Maret|Maratta|C. Marratt|Caralo Moratto|Charles Maratta|maratti camurano|Maratto|Maratti|Carmonatte|C. Marate|Karle Maratte|Carlo Mratti|Charles Maratte|Marat|C. Maratt|C. Marratti|C. Marratte|Car. Marrat|C. Marratta|Carlemaratte|C Maratti|Carel Morato|Carol. Moratti|Carles Maratti|Cavaliero maratta|Chal. Marate|Carel Maratti|Carl Maratte|carl maratta|Charl. Maratte|Morat|C. Marrat|Charl. Marate|Maratti Carl|Carolo Marato|Carlo Maralta|Carlo Maralti|Carolus Marattus,Q5,,Carlo Maratta
Carlino,Carlo Dolci,Q503322,17,0,1,Italian painter (1616-1686),Carlo Dolei|Carlo Dolu|Carlin Dolze|Car. Dolci|Carlo Dolcino|Carnillio Dolce|Carlin Dolci|Carle Dolci|Carlino Dolci|Carlino Dolce|Carlo Dolce|Carlin Dolce|Carl Dolzi|Carlin dolze|Carlo Dolcy|Dolzi da Fiorenza|C[arlo] D[olci]|C. Dolce|Carl Dolci|Carlin Dolci fiorentino|Carlino Dolche|Caro Dolce|Dolce|C Dolce|Carlo Dolcci|Dolci|C Dolci|or Carlo Dolci Carlino|Dolci Carlo|Carlo Dolchi|Dolze|Carlino-Dolci|Carlin Doulcy|Cartin Dolchy|Carlo Dulge|Carlo Dolsje|Carl Lodolci|Carolo Dulci|C. Dolie|Car. Dolcé|C. Dolci|Carlo Ducci|Carlo Dolze da Fiorenza|Carolo Dolce|Carlino|Dolcino|Carlin Dolche|dit Carlin Dolché Carlo Dolci|Carlo Doulcy|Carlino d'Olce|Carlodolchi|C. Dolu|Carlo Dolchy|Carl Lodolcy|Dolce Carlo|C. Dolei|C. Dolca|Dolche|Carlo Dulci|Carlo Dolce da Fiorenza|C. Dolsce|Carl. Dolce|Carolo Dolci|Carlodolci|Carl. Dolci|Carle Dolcé,Q5,,Carlo Dolci
Carlino,Carlino,Q53235,17,0,1,Italian comune,,Q747074,,Carlino
Carlino,Carlino,Q37539152,17,0,1,family name,,Q101352,,Carlino (surname)
Carlino,Carlino,Q3658911,17,0,1,coin type,,Q113813711,,
Carlino,gigliato,Q1523704,17,0,1,Silver coin,carlino|gillat,Q8142,,Gigliato
Carlino,Carlino,Q30023780,17,0,1,chief town of the homonym municipality,,Q15303838,,
Carlino,Carlino,Q63486641,17,0,1,operatic character in the opera Don Bucefalo by Antonio Cagnoni; a soldier,,Q50386450|Q15632617,,
Carlino,Carlino,Q63535919,17,0,1,operatic character in the opera Don Pasquale by Gaetano Donizetti; Malatesta's cousin and a notary,,Q50386450|Q15632617,,
Carlino,Carlo Caliari,Q2939168,17,0,1,Italian artist (1570–1596),Carlotto Cagliari|Carletto Veronese|Charles Caliari|Carlo Veronese|Carlo Cagliari|Carletto Cagliari|Carletto Caliarii|Carlotto Calliari|Carlotto Veronese|Carletto Caliari|Véronese Carletto|Carletto Véronese|Carlette Veronèse|Carletto figliolo di Paulo Veronese|Carleti Veronese|Carlucci figlio di Paolo Veronese|Carle Veroneze|Carletto figlio di Paolo Veronese|Carlet beau frère de Paul Véronèse|Carletto figlio di Paolo|C. Caliari|C. Caglico|Carletto Cagliari figlio fi Paolo Veronese|C. Veroneze|Son of] P. Veronese [Carlino|Carlette Veroneze|Carlo Cagliari nipote di Paolo Veronese|Carlino Cagliari|Disciple de Paul Veronese Carlette|Carletto Calliari|figlio di Paolo Veronese|Carlos Verones|dit Carlet Carles Véronèse|fils de Paul Carletto Veronèse|Carluccio fig.o di Paolo Veronese|Car. Veronese|C. Cagliari|C. Véronèse|Carletti|carlo figlio di Paolo veronese|Garleto Caliari|Carluccio figlio di Paolo Veronese|Carletto Culliari|Carlino Veronese|Carlet|son of Paul Veronese Carletto Cagliari|disciple de Paul Véronèse Carlette|Caliari Carlo|C. Veronese|Carlette|Carletto da Cagliari|Veronese|Carletto Caliari il Veronese|Carletto Caglieri Veronese|Carletto|Carletto Véronèse|Carlo Cannovaro Caliari,Q5,,Carlo Caliari
Biatec,Biatec,Q2585995,18,0,1,"a person, presumably a king, who appeared on the Celtic coins minted by the Boii in Bratislava (the capital of Slovakia) in the 1st century BC",,Q8142,,Biatec
Biatec,BIATEC GROUP,Q77872346,18,0,1,Slovak company,BIATEC GROUP a.s.,Q4830453|Q6881511,,
Biatec,BIATEC ENERGY,Q113031233,18,0,1,Slovak company,,Q6881511|Q4830453,,
Biatec,Biatec,Q13395820,18,0,1,Wikimedia disambiguation page,,Q4167410,,
Gourde,gourde,Q203955,19,0,1,currency of Haiti,HTG|Haitian Gourde,Q8142,,Haitian gourde
Gourde,Gourde,Q37072613,19,0,1,family name,,Q101352,,
Gourde,Gourdel,Q25345606,19,0,1,family name,,Q101352,,
Gourde,Gourde,Q5796599,19,0,1,village in Iran,,Q532,,
Gourde,Gourdes,Q65105278,19,0,1,family name,,Q101352,,
Gourde,Gourden,Q65105277,19,0,1,family name,,Q101352,,
Gourde,Lagenaria siceraria,Q1277255,19,0,1,species of plant,bottle gourd|calabash|opo squash|white-flowered gourd|calabash gourd,Q16521|Q5339237,Q65953851|Q11992872,Calabash
Gourde,Gourdes Token,Q139645661,19,0,1,"Exchange Wallet, Money Transfer",,,,
Gourde,Gourdeau,Q63453855,19,0,1,family name,,Q101352,,
Gourde,Gourdet,Q36877163,19,0,1,family name,,Q101352,,
quetzal,quetzal,Q207396,20,0,1,currency of Guatemala,GTQ|Guatemala quetzal|Quetzal (1925-date),Q8142,,Guatemalan quetzal
quetzal,Quetzalcoatlus,Q131205,20,0,1,genus of huge pterosaurs,,Q23038290,,Quetzalcoatlus
quetzal,Quetzalia,Q9065252,20,0,1,genus of plants,,Q16521,,Quetzalia
quetzal,Quetzaltenango Department,Q844502,20,0,1,department of Guatemala,Quetzaltenango,Q27448,,Quetzaltenango Department
quetzal,quetzal,Q5885047,20,0,1,informal group of birds,,Q55983715,Q191469,Quetzal
quetzal,Quetzalcoatlinae,Q56233080,20,0,1,extinct subfamily of azhdarchid pterosaurs (Azhdarchidae),Quetzalcoatline|Quetzalcoatlines,Q23038290,,
quetzal,Quetzal A Class,Q114576155,20,0,1,researcher,Quetzal Class,Q5,,
quetzal,Quetzaltenango,Q334577,20,0,1,"capital of Quetzaltenango Department, Guatemala",Xela|Xelajú|Xelaju,Q1549591|Q515|Q1872284,,Quetzaltenango
quetzal,Quetzalapa,Q6094650,20,0,1,"town in Huitzuco Municipality, State of Guerrero, Mexico",,Q20202352,,
quetzal,Quetzalcóatl,Q20228357,20,0,1,"town in Balancán Municipality, State of Tabasco, Mexico",Quetzalcoatl|Cuatro Poblados,Q20202352,,
Japanese mon,Japanese mon,Q2751502,21,0,1,currency used in Japan until 1870,,Q8142,,Japanese mon (currency)
Japanese mon,history of Japanese money,Q6158487,21,0,1,aspect of history,Japanese money|Japanese currency|history of Japanese currency,Q115857096,,Japanese currency
Japanese mon,Japan–Mongolia relations,Q6899744,21,0,1,bilateral relations between Japan and Mongolia,Japanese-Mongolian relationship|Mongolia–Japan relations|Japan-Mongolia relations|Mongolia-Japan relations,Q15221623,,Japan–Mongolia relations
Japanese mon,JM86,Q54898996,21,0,1,cell line,JM-86|Japanese Monkey 86,Q21014462|Q27555384,,
Japanese mon,Japanese Monroe Doctrine for Asia,Q6158259,21,0,1,,Monroe Doctrine for Asia,,,Japanese Monroe Doctrine for Asia
Japanese mon,Asia Monroe Doctrine,Q11283329,21,0,1,,Japanese Monroe Doctrine for Asia,,,Asian Monroeism
Japanese mon,Japanese Monographs,Q16849657,21,0,1,,,,,Japanese Monographs
Japanese mon,Japanese monkeys perceive sensory consonance of chords,Q30539408,21,0,1,scientific article,,Q13442814,,
Japanese mon,Japanese monkeys (Macaca fuscata) quickly detect snakes but not spiders: Evolutionary origins of fear-relevant animals,Q50520334,21,0,1,scientific article published on 14 April 2016,,Q13442814,,
Japanese mon,Japanese monozygotic twins with Rett syndrome,Q48557117,21,0,1,"scientific article published on December 1, 1997",,Q13442814,,
Japanese mon,Naruhito,Q217096,21,0,2,Emperor of Japan (born 1960),"Emperor Naruhito|Naruhito, Emperor of Japan|Japanese Emperor Naruhito|Naruhito, Prince Hiro|Prince Hiro|Hiro-no-miya|Naruhito, Crown Prince Hiro of Japan|Crown Prince Hiro of Japan|Crown Prince Naruhito of Japan|Naruhito, Crown Prince of Japan|Prince Naruhito",Q5,,Naruhito
Japanese mon,Daijō Tennō,Q14303973,21,0,2,retired emperor in Japan,Daijo Tenno|Emperor Emeritus of Japan|Japanese Emperor Emeritus|Jōkō,Q11637208,Q208233|Q14189523|Q211830,Daijō Tennō
Japanese mon,Japanese emperor makes live television appearance after earthquake,Q17601512,21,0,2,Wikinews article,,Q17633526,,
Japanese mon,Emperor of Japan,Q208233,21,0,2,head of state of Japan,Tennō|Mikado,Q5737899|Q42045197,Q39018|Q48352|Q116,Emperor of Japan
Japanese mon,Go-Toba,Q316658,21,0,2,Emperor of Japan,Go-Toba-tennō|Emperor Go-Toba|Empereur du Japon Go-Toba Tennō|Emperor of Japan Gotoba|Gotoba Tennō|Emperor GoToba|Gotoba Jōkō|Gotoba-in,Q5,,Emperor Go-Toba
Japanese mon,"Emperor of Japan: Meiji and His World, 1852-1912",Q136284400,21,0,2,book 2002,,Q3331189,,
Japanese mon,Emperor of Japan,Q123863003,21,0,2,,,Q4886,,
Japanese mon,Emperor of Japan,Q5373947,21,0,2,Wikimedia disambiguation page,,Q4167410,,Emperor of Japan (disambiguation)
mace,Mace,Q16876185,22,0,1,family name,,Q101352,,Mace (surname)
mace,North Macedonia,Q221,22,0,1,country in southeastern Europe,Republic of North Macedonia|FYR Macedonia|Former Yugoslav Republic of Macedonia|Republic of Macedonia|MK|MKD|Makedonia|Macedonia|NM,Q3624078|Q123480|Q6256,,North Macedonia
mace,Mace,Q95282567,22,0,1,male given name,,Q12308941,,
mace,Maceió,Q168888,22,0,1,"municipality of Alagoas state, Brazil","Maceió, Alagoas|Maceió, Brazil",Q3184121,,Maceió
mace,Macé,Q55234011,22,0,1,family name,,Q101352,,Macé (surname)
mace,Macé,Q1347237,22,0,1,"commune in Orne, France",La Haye|Saint-Léger-de-la-Haye (réunie à Macé),Q484170,,Macé
mace,Macedonian,Q9296,22,0,1,South Slavic language mostly spoken in North Macedonia,Macedonian language|Slavic Macedonian|Slavomacedonian|Makedonski,Q34770|Q1288568,Q146665,Macedonian language
mace,Macedonian Wikipedia,Q842341,22,0,1,Macedonian-language edition of Wikipedia,,Q10876391,,Macedonian Wikipedia
mace,Mače,Q613948,22,0,1,"municipality and settlement in Krapina-Zagorje County, Croatia",,Q57058,,"Mače, Croatia"
mace,mace,Q272990,22,0,1,blunt weapon constituted of a long handled and a massive head to inflict traumatic injuries by striking,Mace,Q124078422,Q392326,Mace (bludgeon)
